,date_calculated,date_end,slice,state,city,market,cbsa,geo_code,population,current_price,loan,equity,market_cagr,noi_cap_rate_compounded,fixed_interest_rate,operation_cashflow,market_cap_appreciation_bp,irr,npv,equity_multiple,demand_vs_supply,demand_yoy_growth,supply_yoy_growth,horizon,latitude,longitude
0,2020-06-30,2025-06-30,Class C,Georgia,Atlanta,"Atlanta,Georgia",12060,G2-12060,6091848.0,96487.1942,67541.03594,28946.158259999997,0.05553153482101747,0.06570434232445024,0.0456,0.02010434232445024,-4.142783582211027,0.23983025176608952,32424.378945233155,2.5972580982459035,0.9063720459456879,-0.010794241079636668,-0.0007680726996140974,5 Yrs (2020-2025),33.7544657,-84.3898151
0,2020-06-30,2025-06-30,Class A,Georgia,Augusta,"Augusta,Georgia",12260,G2-12260,610970.875,152764.6875,106935.28125,45829.40625,0.02429793079016207,0.0457202029097806,0.04560000000000001,0.00012020290978059095,-50.332099199295044,0.11322049637642517,15617.424066224143,1.6551325553065857,0.8886710814909361,0.0832211200193893,0.08849672556156296,5 Yrs (2020-2025),33.4709714,-81.9748429
0,2020-06-30,2025-06-30,Class B,Georgia,Augusta,"Augusta,Georgia",12260,G2-12260,610970.875,123460.4285,86422.29994999999,37038.12855000001,0.03691206467105057,0.051169487409635936,0.0456,0.005569487409635934,-29.44320440292407,0.15981910462313764,22608.876797106805,1.9831501440694428,0.9045862534466912,0.05238203686700049,0.06452301373990066,5 Yrs (2020-2025),33.4709714,-81.9748429
0,2020-06-30,2025-06-30,Class C,Georgia,Augusta,"Augusta,Georgia",12260,G2-12260,610970.875,64441.002,45108.7014,19332.300600000002,0.0612975005342542,0.07095459934705618,0.0456,0.02535459934705618,-9.244531393051009,0.26529530091047726,25001.457293916945,2.805363241298049,0.8858859353504994,-0.010810855091392124,0.00433151030915524,5 Yrs (2020-2025),33.4709714,-81.9748429
0,2020-06-30,2025-06-30,Class A,Texas,Austin,"Austin,Texas",12420,G2-12420,2283692.0,250048.2418,175033.76925999997,75014.47254000002,0.01182014129166653,0.036453123971197786,0.0456,-0.009146876028802216,-57.334788143634036,0.05192054312981531,2212.7647134656872,1.2772669871564652,0.8796403073797994,0.09219009859901228,0.09416242082769521,5 Yrs (2020-2025),30.2711286,-97.7436995
0,2020-06-30,2025-06-30,Class B,Texas,Austin,"Austin,Texas",12420,G2-12420,2283692.0,200111.2677,140077.88739,60033.38031000001,0.017200719454552038,0.03918246955306239,0.0456,-0.00641753044693761,-54.160505533218036,0.07599749109078835,8755.57046687368,1.4177530752887209,0.8872193887644862,0.058366478209039396,0.07576248463126656,5 Yrs (2020-2025),30.2711286,-97.7436995
0,2020-06-30,2025-06-30,Class C,Texas,Austin,"Austin,Texas",12420,G2-12420,2283692.0,129335.3632,90534.75424,38800.60896000001,0.019300176189829932,0.04827325073229916,0.0456,0.002673250732299161,-54.91726100444801,0.10868736065860163,11923.914276615571,1.6068823053547479,0.9126471999280429,-0.009988201709460243,0.0015573413926159851,5 Yrs (2020-2025),30.2711286,-97.7436995
0,2020-06-30,2025-06-30,Class A,California,Bakersfield,"Bakersfield,California",12540,G2-12540,909630.625,264674.6009,185272.22063,79402.38027000002,0.019646614105984783,0.03692468928981768,0.0456,-0.008675310710182321,-48.625133931637016,0.07501899553596325,11513.733410281842,1.4239766438686259,0.9469150577153147,0.04629393194645548,0.05641683122782082,5 Yrs (2020-2025),35.3738712,-119.019463
0,2020-06-30,2025-06-30,Class B,California,Bakersfield,"Bakersfield,California",12540,G2-12540,909630.625,118488.8805,82942.21634999999,35546.66415000001,0.03755892157950713,0.06602605462423418,0.0456,0.020426054624234177,-37.54779696464497,0.20133743112678526,29698.570087928296,2.243238216868988,0.9556320538157166,0.01653695157938806,0.020124267193150747,5 Yrs (2020-2025),35.3738712,-119.019463
0,2020-06-30,2025-06-30,Class C,California,Bakersfield,"Bakersfield,California",12540,G2-12540,909630.625,85316.533,59721.573099999994,25594.9599,0.034921606026231844,0.06605623957405264,0.0456,0.02045623957405264,-41.563957929611064,0.1957726320374391,20359.920693347245,2.1930592573648786,0.9611560181297937,-0.0017893353852762584,0.0,5 Yrs (2020-2025),35.3738712,-119.019463
0,2020-06-30,2025-06-30,Class A,Maryland,Baltimore,"Baltimore,Maryland",12580,G2-12580,2846538.0,275168.8266,192618.17861999996,82550.64798000001,0.01301866971883947,0.039789820229138274,0.0456,-0.005810179770861727,-64.68337029218702,0.06520611609961047,7671.4097790875385,1.3538650538164392,0.9028722935162582,0.06109941459519841,0.05039258584566508,5 Yrs (2020-2025),39.2908816,-76.610759
0,2020-06-30,2025-06-30,Class B,Maryland,Baltimore,"Baltimore,Maryland",12580,G2-12580,2846538.0,172019.6865,120413.78055,51605.905950000015,0.02198239911401978,0.05106824681453079,0.0456,0.005468246814530786,-54.89993840456002,0.1229280080777766,19860.81255951472,1.7019762855321225,0.9463129226024569,0.0075167962552893375,0.00818400440681799,5 Yrs (2020-2025),39.2908816,-76.610759
0,2020-06-30,2025-06-30,Class C,Maryland,Baltimore,"Baltimore,Maryland",12580,G2-12580,2846538.0,121826.7948,85278.75636,36548.038440000004,0.020785399295185636,0.05717114028947818,0.0456,0.011571140289478178,-60.779936611652026,0.13794397070102837,16679.17374990812,1.7819792101696532,0.9456958226551314,-0.0053824057684208615,-0.0004051775476314745,5 Yrs (2020-2025),39.2908816,-76.610759
0,2020-06-30,2025-06-30,Class A,Louisiana,Baton Rouge,"Baton Rouge,Louisiana",12940,G2-12940,849550.1875,168237.376,117766.16319999998,50471.21280000001,0.006155651168414211,0.043540344080332194,0.0456,-0.0020596559196678077,-86.79766207933405,0.0573714070927005,2696.4439506599156,1.2975374544885343,0.9091034982987248,0.03400440809157779,0.038298143063185464,5 Yrs (2020-2025),30.4494155,-91.1869659
0,2020-06-30,2025-06-30,Class B,Louisiana,Baton Rouge,"Baton Rouge,Louisiana",12940,G2-12940,849550.1875,124459.7314,87121.81198,37337.919420000006,0.013125331381268701,0.050142618282977204,0.0456,0.0045426182829772024,-82.17595517635401,0.09751706517744196,9172.80440018664,1.52828417305852,0.9008881145491086,0.03483858443401955,0.03423248468796447,5 Yrs (2020-2025),30.4494155,-91.1869659
0,2020-06-30,2025-06-30,Class C,Louisiana,Baton Rouge,"Baton Rouge,Louisiana",12940,G2-12940,849550.1875,68875.2807,48212.69649,20662.58421,0.015904485271199365,0.061175969086734956,0.0456,0.015575969086734955,-79.68291640281608,0.13908064944808096,9229.162667862616,1.7612411668906618,0.86233571571254,-0.014037196300464072,-0.0004918085556795404,5 Yrs (2020-2025),30.4494155,-91.1869659
0,2020-06-30,2025-06-30,Class A,Alabama,Birmingham,"Birmingham,Alabama",13820,G2-13820,1180885.0,211605.5276,148123.86932,63481.65828,-0.010645960879422822,0.039535255660554325,0.045599999999999995,-0.00606474433944567,-99.06727820634808,-0.010089130328286955,-14414.677757952908,0.9532261235583843,0.8530053344539236,0.07318778303308582,0.06632928331383625,5 Yrs (2020-2025),33.5206824,-86.8024326
0,2020-06-30,2025-06-30,Class B,Alabama,Birmingham,"Birmingham,Alabama",13820,G2-13820,1180885.0,125598.5753,87919.00270999999,37679.57259000001,0.011125158877890895,0.0504255394584122,0.045599999999999995,0.004825539458412208,-66.68407469987903,0.09305127040341676,8363.155529444652,1.4980167652074878,0.905790218536753,0.01106866562385278,0.020557548665289582,5 Yrs (2020-2025),33.5206824,-86.8024326
0,2020-06-30,2025-06-30,Class C,Alabama,Birmingham,"Birmingham,Alabama",13820,G2-13820,1180885.0,70282.7137,49197.89958999999,21084.81411,0.03410218764595929,0.06757894871395334,0.0456,0.02197894871395334,-47.493726015091084,0.1993785225955922,17006.036047567497,2.2027955894807194,0.9003310425906101,-0.007025585463715123,-0.00124693240162288,5 Yrs (2020-2025),33.5206824,-86.8024326
0,2020-06-30,2025-06-30,Class A,Idaho,Boise,"Boise,Idaho",14260,G2-14260,764723.5625,213121.7336,149185.21352,63936.52008000002,0.07602718639415751,0.04109964665680672,0.0456,-0.004500353343193285,17.071478068829,0.22139373960814468,71307.35531567043,2.6279985275462368,0.8855229132567607,0.14183136662267715,0.16194575271415035,5 Yrs (2020-2025),43.6166163,-116.200886
0,2020-06-30,2025-06-30,Class B,Idaho,Boise,"Boise,Idaho",14260,G2-14260,764723.5625,186565.0566,130595.53962,55969.516980000015,0.07592663256493082,0.04321932101000809,0.0456,-0.002380678989991912,17.398446798325,0.22630644085971774,64045.345746063584,2.6610801778419884,0.902403563221612,0.07913941084396536,0.08917506876744863,5 Yrs (2020-2025),43.6166163,-116.200886
0,2020-06-30,2025-06-30,Class C,Idaho,Boise,"Boise,Idaho",14260,G2-14260,764723.5625,112138.576,78497.00319999999,33641.57280000001,0.042447123442443946,0.05363505605038364,0.0456,0.00803505605038364,-30.30132502317401,0.17896313982737566,24628.010422164618,2.1320321479217825,0.958335699755367,0.0006549607039683103,0.001375841783767262,5 Yrs (2020-2025),43.6166163,-116.200886
0,2020-06-30,2025-06-30,Class A,Massachusetts,Boston,"Boston,Massachusetts",14460,G2-14460,4944746.0,562650.1249,393855.08743,168795.03747000004,0.019845150283510637,0.030339431046391502,0.0456,-0.0152605689536085,-43.3349609375,0.055898175768819724,8616.491920090484,1.317800470963073,0.9067680351797032,0.0830966457926241,0.06892236668886143,5 Yrs (2020-2025),42.3554334,-71.060511
0,2020-06-30,2025-06-30,Class B,Massachusetts,Boston,"Boston,Massachusetts",14460,G2-14460,4944746.0,409945.6294,286961.94057999994,122983.68882000004,0.026306026644021374,0.03514366993884468,0.0456,-0.010456330061155324,-37.50193864107104,0.08763337380641945,26491.684924058165,1.515843332713329,0.9417409259609583,0.04201189251407644,0.040074334011478197,5 Yrs (2020-2025),42.3554334,-71.060511
0,2020-06-30,2025-06-30,Class C,Massachusetts,Boston,"Boston,Massachusetts",14460,G2-14460,4944746.0,280160.8327,196112.58289000002,84048.24981000001,0.031367034072224076,0.04091364537644994,0.0456,-0.0046863546235500625,-34.973211586475024,0.11696917106814197,31508.42271247362,1.7065193114980055,0.968534225705944,0.0018760319373651857,0.0008958067958850791,5 Yrs (2020-2025),42.3554334,-71.060511
0,2020-06-30,2025-06-30,Class A,New York,Buffalo,"Buffalo,New York",15380,G2-15380,1166981.0,272936.1667,191055.31668999998,81880.85001000002,0.004293306604619129,0.031015019485265666,0.0456,-0.014584980514734336,-75.06802678108201,0.011014984082767798,-12846.900260495197,1.0570891610954232,0.9558353533813561,0.07825907907221374,0.08074730308286826,5 Yrs (2020-2025),42.8867166,-78.8783922
0,2020-06-30,2025-06-30,Class B,New York,Buffalo,"Buffalo,New York",15380,G2-15380,1166981.0,132032.9536,92423.06752,39609.88608000001,0.024949320970285793,0.05660782190118796,0.0456,0.011007821901187959,-52.306652069092074,0.14613372488517307,20139.230914049185,1.8485588307408496,0.9525211775386032,0.03483225422366254,0.039240736768367146,5 Yrs (2020-2025),42.8867166,-78.8783922
0,2020-06-30,2025-06-30,Class C,New York,Buffalo,"Buffalo,New York",15380,G2-15380,1166981.0,76072.4872,53250.74104,22821.746160000002,0.034505369346565784,0.0737677198596483,0.0456,0.028167719859648305,-46.561211347579956,0.21659146492005332,20573.724412693336,2.3136320532478223,0.9601095829208952,-0.0027642304501706016,0.0007075623891434901,5 Yrs (2020-2025),42.8867166,-78.8783922
0,2020-06-30,2025-06-30,Class A,South Carolina,Charleston,"Charleston,South Carolina",16700,G2-16700,799609.375,225158.7447,157611.12129,67547.62341,0.03851920338685333,0.042744184403693895,0.0456,-0.0028558155963061063,-29.00380641222,0.140307081085425,34603.224025868774,1.8737894730275182,0.8680319576522161,0.13880969609118488,0.12359009616640271,5 Yrs (2020-2025),32.7884363,-79.9399309
0,2020-06-30,2025-06-30,Class B,South Carolina,Charleston,"Charleston,South Carolina",16700,G2-16700,799609.375,183327.1918,128329.03425999999,54998.157540000015,0.048311283171288855,0.047744215422628675,0.0456,0.002144215422628673,-16.701593995094992,0.1764111602745726,40677.053017379396,2.150574566671999,0.9017198003567094,0.05470102974759983,0.06216754606969532,5 Yrs (2020-2025),32.7884363,-79.9399309
0,2020-06-30,2025-06-30,Class C,South Carolina,Charleston,"Charleston,South Carolina",16700,G2-16700,799609.375,110377.9532,77264.56724,33113.38596,0.06173280879046872,0.06160874826590158,0.0456,0.01600874826590158,5.943179130553991,0.23935000562781306,38456.06713962903,2.658810983559753,0.9369805602663686,-0.0009804767472608722,-0.0002229625382368372,5 Yrs (2020-2025),32.7884363,-79.9399309
0,2020-06-30,2025-06-30,Class A,North Carolina,Charlotte,"Charlotte,North Carolina",16740,G2-16740,2638716.0,261689.2364,183182.46547999998,78506.77092000001,0.03495439999134531,0.03438498304080052,0.045599999999999995,-0.011215016959199478,-30.195824801921983,0.10891040211938252,26409.615863082756,1.6658320287010242,0.871555954359526,0.10181754667570897,0.10667946128046224,5 Yrs (2020-2025),35.2272086,-80.8430827
0,2020-06-30,2025-06-30,Class B,North Carolina,Charlotte,"Charlotte,North Carolina",16740,G2-16740,2638716.0,192448.8144,134714.17007999998,57734.64432000002,0.044260054474064336,0.04054067504404827,0.0456,-0.005059324955951731,-15.989392995835045,0.14861069021314033,32968.97737140775,1.9495985418027737,0.904056821094033,0.04755166937059663,0.06207338886166802,5 Yrs (2020-2025),35.2272086,-80.8430827
0,2020-06-30,2025-06-30,Class C,North Carolina,Charlotte,"Charlotte,North Carolina",16740,G2-16740,2638716.0,106531.8121,74572.26847,31959.54363,0.0645037312183181,0.059468304743569435,0.0456,0.013868304743569433,6.542652845383038,0.24096189351079533,37680.7883454624,2.682129984253389,0.937804594163348,-0.006007154313306451,0.0010353425465909893,5 Yrs (2020-2025),35.2272086,-80.8430827
0,2020-06-30,2025-06-30,Class A,Tennessee,Chattanooga,"Chattanooga,Tennessee",16860,G2-16860,562740.625,173932.6132,121752.82923999999,52179.78396,0.04293310115526938,0.046140926497791473,0.0456,0.0005409264977914718,-25.507286190986008,0.16088394797808925,32990.876675377316,2.016703828825703,0.8870422602838713,0.09083613280016345,0.0757517461817403,5 Yrs (2020-2025),35.0457219,-85.3094883
0,2020-06-30,2025-06-30,Class B,Tennessee,Chattanooga,"Chattanooga,Tennessee",16860,G2-16860,562740.625,126275.0518,88392.53626,37882.51554000001,0.052098303731055395,0.0553173352226638,0.0456,0.009717335222663798,-11.436045169829976,0.20563837870765966,34576.04651218103,2.353572719635692,0.9171467975062947,0.035563020789688427,0.04526595796823152,5 Yrs (2020-2025),35.0457219,-85.3094883
0,2020-06-30,2025-06-30,Class C,Tennessee,Chattanooga,"Chattanooga,Tennessee",16860,G2-16860,562740.625,84689.3061,59282.51427,25406.791830000002,0.06407043250883038,0.06208014795899047,0.04560000000000001,0.016480147958990464,4.556179046630998,0.24649704814401296,30726.48653852326,2.7163951515165055,0.9393266739227893,0.0007489595737544263,0.00397269806484557,5 Yrs (2020-2025),35.0457219,-85.3094883
0,2020-06-30,2025-06-30,Class A,Illinois,Chicago,"Chicago,Illinois",16980,G2-16980,9625275.0,436008.4297,305205.90079,130802.52891,-0.010074314561191788,0.03264429399228764,0.0456,-0.012955706007712363,-88.19241076707799,-0.03245091374079501,-42174.92673936284,0.8475154736294795,0.9138107991710052,0.06385682874366583,0.04580568931772988,5 Yrs (2020-2025),41.8755616,-87.6244212
0,2020-06-30,2025-06-30,Class B,Illinois,Chicago,"Chicago,Illinois",16980,G2-16980,9625275.0,207082.2819,144957.59733,62124.68457000001,0.016750741240150635,0.04434572467282177,0.0456,-0.001254275327178235,-57.47176706790994,0.08867012025998777,13053.38297969738,1.4957853276959552,0.9397354792518536,0.03048690310212443,0.02450751509986171,5 Yrs (2020-2025),41.8755616,-87.6244212
0,2020-06-30,2025-06-30,Class C,Illinois,Chicago,"Chicago,Illinois",16980,G2-16980,9625275.0,128855.1574,90198.61017999999,38656.54722000001,0.0287270716663921,0.05123849024565144,0.0456,0.00563849024565144,-53.39406430721297,0.13950226223335904,18771.465166391747,1.8290691645136767,0.9514225128636156,0.00410831958213298,0.0005211730104837109,5 Yrs (2020-2025),41.8755616,-87.6244212
0,2020-06-30,2025-06-30,Class A,Ohio,Cincinnati,"Cincinnati,Ohio",17140,G2-17140,2234107.0,161525.8317,113068.08219,48457.74951000001,0.03356647117280498,0.055769783805554696,0.0456,0.010169783805554694,-48.34942519664702,0.16360778673133503,30256.079797609644,1.9957764694649982,0.9020654264616824,0.08260270136090697,0.05527180704986567,5 Yrs (2020-2025),39.1014537,-84.5124602
0,2020-06-30,2025-06-30,Class B,Ohio,Cincinnati,"Cincinnati,Ohio",17140,G2-17140,2234107.0,117157.0492,82009.93444,35147.11476,0.039158800812749694,0.06152271549792339,0.045599999999999995,0.015922715497923394,-36.87471151351901,0.19275407623946283,27944.21013917357,2.199180042743829,0.9375903068724663,0.02760187065164632,0.03607342686783732,5 Yrs (2020-2025),39.1014537,-84.5124602
0,2020-06-30,2025-06-30,Class C,Ohio,Cincinnati,"Cincinnati,Ohio",17140,G2-17140,2234107.0,61136.1311,42795.291769999996,18340.839330000003,0.04941486217604263,0.07991632257841269,0.0456,0.03431632257841269,-28.006359934806962,0.26261891538694093,22452.18696479156,2.7090364777411002,0.9429128829942889,0.00037803416883663843,0.0003833936935850879,5 Yrs (2020-2025),39.1014537,-84.5124602
0,2020-06-30,2025-06-30,Class A,Ohio,Cleveland,"Cleveland,Ohio",17460,G2-17460,2088181.875,186105.177,130273.62389999999,55831.553100000005,0.035916346751405204,0.05187420995355645,0.0456,0.006274209953556445,-49.444660544396,0.15979211821314165,33835.8780799218,1.9757477277935318,0.8546852830650296,0.09081352005228349,0.10491266472259864,5 Yrs (2020-2025),41.4996574,-81.6936772
0,2020-06-30,2025-06-30,Class B,Ohio,Cleveland,"Cleveland,Ohio",17460,G2-17460,2088181.875,89954.7189,62968.30323,26986.41567000001,0.018330052436067668,0.07797986973411372,0.0456,0.03237986973411372,-91.26685559749603,0.19463888240898686,19551.59465247887,2.084572242954489,0.9291267281910328,0.01828179619859327,0.02391207680922003,5 Yrs (2020-2025),41.4996574,-81.6936772
0,2020-06-30,2025-06-30,Class C,Ohio,Cleveland,"Cleveland,Ohio",17460,G2-17460,2088181.875,56373.6618,39461.563259999995,16912.098540000006,0.02468649490496344,0.08465754220365627,0.0456,0.03905754220365627,-76.12966001033797,0.22659213256738675,15428.63529430736,2.3112224239535872,0.9369846542041192,-0.0015523810805949667,0.00046332293380313416,5 Yrs (2020-2025),41.4996574,-81.6936772
0,2020-06-30,2025-06-30,Class A,Colorado,Colorado Springs,"Colorado Springs,Colorado",17820,G2-17820,755323.5,270853.7112,189597.59784,81256.11336000002,0.05226816262622269,0.03317168576386221,0.04560000000000001,-0.0124283142361378,-25.372840464115004,0.14872883518505464,48211.715287872954,1.9879483469302799,0.8839875679229522,0.11077466362049782,0.11723673355083442,5 Yrs (2020-2025),38.8339578,-104.825348
0,2020-06-30,2025-06-30,Class B,Colorado,Colorado Springs,"Colorado Springs,Colorado",17820,G2-17820,755323.5,210863.8,147604.65999999997,63259.140000000014,0.05076941040406324,0.03710887258695034,0.04560000000000001,-0.008491127413049672,-15.053451061248987,0.1558321647494607,39665.30674968429,2.023029664282519,0.8878653862280051,0.05397470614963584,0.06967205021402223,5 Yrs (2020-2025),38.8339578,-104.825348
0,2020-06-30,2025-06-30,Class C,Colorado,Colorado Springs,"Colorado Springs,Colorado",17820,G2-17820,755323.5,121355.7344,84949.01408,36406.72032000001,0.04872547477534739,0.04599375675612303,0.0456,0.00039375675612302735,-22.848360240458955,0.17360931341388874,26288.440564841778,2.129743870719837,0.9251835515690574,-0.006324174351950096,0.0018539999366258275,5 Yrs (2020-2025),38.8339578,-104.825348
0,2020-06-30,2025-06-30,Class A,South Carolina,Columbia,"Columbia,South Carolina",17900,G2-17900,829438.5,133447.0563,93412.93940999999,40034.116890000005,0.051475523840603055,0.06178880577565585,0.0456,0.016188805775655846,-15.832446515559942,0.22092735904346417,39878.87636798996,2.4487279084773776,0.9192522389852315,0.03785570148097972,0.02621522532764642,5 Yrs (2020-2025),34.000754,-81.0352313
0,2020-06-30,2025-06-30,Class B,South Carolina,Columbia,"Columbia,South Carolina",17900,G2-17900,829438.5,109530.9035,76671.63244999999,32859.27105000001,0.04475040920461937,0.060372399809615875,0.045599999999999995,0.01477239980961588,-20.407438278197965,0.2022939082710571,28479.748741309148,2.2898547969904604,0.9181096814269727,0.010670704304434286,0.015133487626853848,5 Yrs (2020-2025),34.000754,-81.0352313
0,2020-06-30,2025-06-30,Class C,South Carolina,Columbia,"Columbia,South Carolina",17900,G2-17900,829438.5,67437.8808,47206.51656,20231.364240000003,0.05747600889245419,0.072738883841241,0.0456,0.027138883841240996,-1.609846949577054,0.2598182070119144,25336.262426171757,2.7548776243264004,0.907273276477239,-0.001576551179828689,0.0024485309465245297,5 Yrs (2020-2025),34.000754,-81.0352313
0,2020-06-30,2025-06-30,Class A,Ohio,Columbus,"Columbus,Ohio",18140,G2-18140,2138963.0,157370.0754,110159.05278,47211.02262,0.046397281040129634,0.053184086589623154,0.04560000000000001,0.007584086589623146,-18.273107707500042,0.18688113126241412,37230.82308366482,2.202853662092643,0.9221296799451443,0.04465285955286458,0.037313746596740804,5 Yrs (2020-2025),39.9622601,-83.0007065
0,2020-06-30,2025-06-30,Class B,Ohio,Columbus,"Columbus,Ohio",18140,G2-18140,2138963.0,125280.3866,87696.27062,37584.11598,0.05161393562356631,0.05700477154560281,0.04560000000000001,0.0114047715456028,-16.680806875228882,0.20815777279624115,34883.773306972085,2.371814548264626,0.9160931317111412,0.06043360184661717,0.06289961133109512,5 Yrs (2020-2025),39.9622601,-83.0007065
0,2020-06-30,2025-06-30,Class C,Ohio,Columbus,"Columbus,Ohio",18140,G2-18140,2138963.0,75920.384,53144.2688,22776.115200000007,0.06179530813516276,0.07059674850656496,0.0456,0.024996748506564956,-0.4853308200840345,0.26238688122746456,29455.421987025922,2.8099348299945888,0.9435031317728364,-0.00015067566076321093,0.0021315079433430473,5 Yrs (2020-2025),39.9622601,-83.0007065
0,2020-06-30,2025-06-30,Class A,Texas,Dallas,"Dallas,Texas",19100,G2-19100,7709259.0,216801.6772,151761.17403999998,65040.50316000002,0.02506014195598749,0.042611280420321064,0.04560000000000001,-0.0029887195796789445,-45.687109231948995,0.10663685364190001,20018.57030895305,1.6173219375922434,0.9006118429821085,0.06686422965478434,0.062055108870120446,5 Yrs (2020-2025),32.7762719,-96.7968559
0,2020-06-30,2025-06-30,Class B,Texas,Dallas,"Dallas,Texas",19100,G2-19100,7709259.0,154318.9868,108023.29076,46295.69604000001,0.029957772779564795,0.048475597658504135,0.0456,0.0028755976585041337,-39.33403640985503,0.1361488748022177,21596.55038029205,1.8060481551114838,0.9029752551986077,0.02987929918365717,0.04192378368374028,5 Yrs (2020-2025),32.7762719,-96.7968559
